formasi_id,ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,disable,gaji_min,gaji_max
81e70b21-9a6a-4798-abe3-3a7e23f75188,Kementerian Pertanian,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,KEMENTERIAN PERTANIAN | DIREKTORAT JENDERAL TANAMAN PANGAN | BALAI BESAR PERAMALAN ORGANISME PENGGANGGU TUMBUHAN,3,0,2785700,6701650
c4f753a8-0e9f-47a9-ade6-dce6bb5c70fa,Kementerian Pertanian,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,KEMENTERIAN PERTANIAN | SEKRETARIAT JENDERAL | BIRO KEUANGAN DAN BARANG MILIK NEGARA,3,0,2505600,6339850
cb8d6335-9016-4189-bb96-c322cd6f3461,Kementerian Pertanian,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,KEMENTERIAN PERTANIAN | BADAN PENYULUHAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA PERTANIAN | SEKOLAH MENENGAH KEJURUAN  PERTANIAN PEMBANGUNAN NEGERI SEMBAWA,2,0,2785700,6701650
ce7b3c16-eef9-491d-b389-bc7b9eaf9861,Kementerian Pertanian,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,KEMENTERIAN PERTANIAN | DIREKTORAT JENDERAL TANAMAN PANGAN | BALAI BESAR PENGEMBANGAN PENGUJIAN MUTU BENIH TANAMAN PANGAN DAN HORTIKULTURA,2,0,2785700,6701650
d1cb8101-9e1a-49ba-91b3-7ec68835a2fb,Kementerian Pertanian,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,KEMENTERIAN PERTANIAN | DIREKTORAT JENDERAL HORTIKULTURA | DIREKTORAT PERBENIHAN HORTIKULTURA,2,0,2785700,6701650
febf3e18-1ad1-4b00-84bd-9cedeedea20c,Kementerian Pertanian,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,KEMENTERIAN PERTANIAN | DIREKTORAT JENDERAL TANAMAN PANGAN | BALAI PENGUJIAN MUTU PRODUK TANAMAN,1,0,2785700,6701650
8a03849a9149c64e01914a4266242ee8,Kementerian Pertanian,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,KEMENTERIAN PERTANIAN | DIREKTORAT JENDERAL PETERNAKAN DAN KESEHATAN HEWAN | SEKRETARIAT DIREKTORAT JENDERAL PETERNAKAN DAN KESEHATAN HEWAN,1,1,3325752,8660902
3200bc3c-757d-4f9d-a692-12b12e59cef3,Pemerintah Aceh,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ACEH | BADAN PENGELOLAAN KEUANGAN ACEH | UPTD WILAYAH VIII LANGSA | SUB BAGIAN TATA USAHA,2,1,3000000,3200000
4684273c-1edf-4837-a520-c1a503925d7f,Pemerintah Aceh,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ACEH | BADAN PENGELOLAAN KEUANGAN ACEH | UPTD WILAYAH X BENER MERIAH | SUB BAGIAN TATA USAHA,1,1,3000000,3200000
48bc1f75-7199-42c1-9942-2c2053dce9a8,Pemerintah Aceh,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ACEH | BADAN PENGELOLAAN KEUANGAN ACEH | UPTD WILAYAH XVI PIDIE JAYA | SUB BAGIAN TATA USAHA,1,1,3000000,3200000
5e4e0ad7-345a-455f-937f-06d5cbd136d0,Pemerintah Aceh,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ACEH | BADAN PENGELOLAAN KEUANGAN ACEH | UPTD WILAYAH XXI GAYO LUES | SUB BAGIAN TATA USAHA,1,1,3000000,3200000
613d2622-0487-4d28-9d96-7a5a08ef98b2,Pemerintah Aceh,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ACEH | BADAN PENGELOLAAN KEUANGAN ACEH | BIDANG PERBENDAHARAAN | SUB BIDANG PERBENDAHARAAN II,2,1,3000000,3200000
641915ef-fa1e-4fb5-97f2-b52bede4a0f5,Pemerintah Aceh,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ACEH | BADAN PENGELOLAAN KEUANGAN ACEH | BIDANG AKUNTANSI,1,1,3000000,3200000
727a58b0-3070-460f-a7e0-582dced8b6d1,Pemerintah Aceh,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ACEH | BADAN PENGELOLAAN KEUANGAN ACEH | UPTD WILAYAH XVII SABANG | SUB BAGIAN TATA USAHA,1,1,3000000,3200000
77fda445-4573-4ccd-97ef-548706482315,Pemerintah Aceh,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ACEH | BADAN PENGELOLAAN KEUANGAN ACEH | UPTD WILAYAH II ACEH BESAR | SUB BAGIAN TATA USAHA,2,1,3000000,3200000
800995f1-2575-4061-b874-a71ea95b187f,Pemerintah Aceh,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ACEH | BADAN PENGELOLAAN KEUANGAN ACEH | UPTD WILAYAH I BANDA ACEH,1,1,3000000,3200000
9747421c-7cd9-466d-b8f7-17ad4a70381c,Pemerintah Aceh,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,ACEH | BADAN PENGELOLAAN KEUANGAN ACEH | UPTD WILAYAH XI ACEH TENGAH | SUB BAGIAN TATA USAHA,1,1,3000000,3200000
3977d815-03c9-4417-92cd-518363780d5a,Pemerintah Kab. Aceh Timur,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN ORGANISASI,2,0,2000000,3500000
8ac7b06e-d5a5-40f4-90dc-98717e7a2737,Pemerintah Kab. Aceh Timur,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG MUTASI DAN PROMOSI APARATUR,4,0,2000000,3500000
e2aab5e2-3eb3-4733-a883-6ee76179d93f,Pemerintah Kab. Aceh Timur,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS PENDIDIKAN DAN KEBUDAYAAN | SEKRETARIAT DINAS PENDIDIKAN DAN KEBUDAYAAN,3,0,2000000,3500000
f5e3c2b4-9330-4e05-9b6e-74ce56a4a12f,Pemerintah Kab. Aceh Timur,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS KESEHATAN | UPTD RUMAH SAKIT UMUM SULTAN ABDUL AZIZ SYAH PEUREULAK | BAGIAN TATA USAHA | SUBBAGIAN UMUM DAN KEPEGAWAIAN,1,0,2000000,3500000
01a9f640-ce7d-4cbc-8cb3-b24986c03d85,Pemerintah Kab. Aceh Timur,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS PERIKANAN | SEKRETARIAT DINAS PERIKANAN,1,0,2000000,3500000
0d992f82-b925-4889-894e-c28e1757ee28,Pemerintah Kab. Aceh Timur,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | SEKRETARIAT DEWAN PERWAKILAN RAKYAT KABUPATEN | BAGIAN HUKUM DAN HUBUNGAN MASYARAKAT,1,0,2000000,3500000
0f5a73b4-ca6d-4c86-8e35-28f7d4ae8ab2,Pemerintah Kab. Aceh Timur,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS PERPUSTAKAAN DAN KEARSIPAN | SEKRETARIAT DINAS PERPUSTAKAAN DAN KEARSIPAN,1,0,2000000,3500000
1647227b-2e6d-4784-83e5-28513c6d9f65,Pemerintah Kab. Aceh Timur,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,"PEMERINTAH KABUPATEN ACEH TIMUR | BADAN PERENCANAAN PEMBANGUNAN DAERAH | BIDANG PROGRAM PENELITIAN, PENGEMBANGAN DAN PENGENDALIAN PEMBANGUNAN",1,0,2000000,3500000
1e96fdcd-bac8-435e-ac9d-2e4bafaa0d92,Pemerintah Kab. Aceh Timur,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | SEKRETARIAT DAERAH | ASISTEN PEMERINTAHAN KEISTIMEWAAN ACEH DAN KESEJAHTERAAN RAKYAT | BAGIAN HUKUM,1,0,2000000,3500000
27db23bb-cfd9-4500-a95b-de1bfb6b9d34,Pemerintah Kab. Aceh Timur,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,PEMERINTAH KABUPATEN ACEH TIMUR | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG PERSANDIAN DAN STATISTIK,1,0,2000000,3500000
d884dd03-6f37-47fd-b844-eabb42b662ae,Pemerintah Kab. Alor,CPNS,UMUM,ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Pemerintah Kabupaten Alor | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Organisasi,1,1,2785700,3500000
1a856a16-e89d-4975-b893-3415b6ecf254,Pemerintah Kab. Alor,CPNS,UMUM,AUDITOR AHLI PERTAMA,Pemerintah Kabupaten Alor | Inspektorat Daerah,6,1,3500000,4500000
8a01869291548667019154db79876afa,Pemerintah Kab. Alor,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Alor | Dinas Kesehatan | UPTD Rumah Sakit Daerah Kalabahi | Kepala Sub Bagian Tata Usaha,2,1,2785700,3500000
8a01869291548667019154dc3e196c25,Pemerintah Kab. Alor,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Alor | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Organisasi,1,1,2785700,3500000
8a01869291548667019154dd1aa26dc2,Pemerintah Kab. Alor,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Alor | Dinas Kesehatan | UPTD Rumah Sakit Kelas D Mola | Sub Bagian Tata Usaha,1,1,2785700,3500000
0322960e-48d4-41e6-96f1-4216807bfec4,Pemerintah Kab. Alor,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Alor | Dinas Kesehatan | UPTD Puskesmas Maritaing | Sub Bagian Tata Usaha,1,1,2785700,3500000
0b1df6ed-911e-4f5f-ba69-529cfc3ebfa1,Pemerintah Kab. Alor,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Alor | Dinas Kesehatan | Unit Pelaksana Teknis Dinas Puskesmas Moru | Sub Bagian Tata Usaha,1,1,2785700,3500000
12b11ff9-a57c-4133-afbe-44405a806fa1,Pemerintah Kab. Alor,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Alor | Dinas Kesehatan | Unit Pelaksana Teknis Dinas Puskesmas Ternate | Sub Bagian Tata Usaha,1,1,2785700,3500000
14f43c22-c20e-49fa-8bf1-22dc3ddd619f,Pemerintah Kab. Alor,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Alor | Dinas Kesehatan | Unit Pelaksana Teknis Dinas Puskesmas Baranusa | Sub Bagian Tata Usaha,1,1,2785700,3500000
2167a84b-6929-430a-bd9f-847b915f7715,Pemerintah Kab. Alor,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Alor | Dinas Kesehatan | UPTD Puskesmas Kayang | SUB BAGIAN TATA USAHA,1,1,2785700,3500000
a772cbba-e7e9-4704-8f49-8202c4831c3c,Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Umum,1,1,2785700,3000000
ab3f319b-788a-4bf1-8220-c465388aeb26,Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kab. Bandung | Dinas Perumahan, Kawasan Permukiman Dan Pertanahan | Sekretariat",1,1,2785700,3000000
ab9b35f8-f2a9-4a2b-9bae-e24abf42926f,Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kab. Bandung | Dinas Komunikasi Dan Informatika, Statistik Dan Persandian | Bidang Teknologi Informasi dan Komunikasi",1,1,2785700,3000000
e15dc500-eff1-42a9-b7df-5d12bc25f706,Pemerintah Kab. Bandung,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kab. Bandung | Dinas Lingkungan Hidup | Sekretariat,1,1,2785700,3000000
5f58c8f0-7cf2-4ba2-a609-56e74a0e43b6,Pemerintah Kab. Bandung Barat,CPNS,UMUM,AUDITOR AHLI PERTAMA,PEMERINTAH KABUPATEN BANDUNG BARAT | INSPEKTORAT DAERAH,4,0,2700000,11000000
9766dd7d-5ccf-4a47-9334-5509dc5e41c7,Pemerintah Kab. Banggai,CPNS,UMUM,AUDITOR AHLI PERTAMA,Pemerintah Kabupaten Banggai | Inspektorat Daerah | Inspektur Pembantu Pengaduan dan Investigasi,2,1,3203600,5261500
edb2ef89-53d7-44d1-8129-5600632034c2,Pemerintah Kab. Banggai,CPNS,UMUM,AUDITOR AHLI PERTAMA,Pemerintah Kabupaten Banggai | Inspektorat Daerah | Inspektur Pembantu Wilayah II,1,1,3203600,5261500
67f0e992-4ccb-463d-a536-bfc4f29c0c08,Pemerintah Kab. Banggai,CPNS,UMUM,PERENCANA AHLI PERTAMA,Pemerintah Kabupaten Banggai | Badan Riset dan Inovasi Daerah | Sektetaris Badan Riset dan Inovasi Daerah,1,1,3203600,5261500
8a0184a3914601560191492923531cd8,Pemerintah Kab. Banggai,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Banggai | UPT Rumah Sakit Umum Daerah Kabupaten Banggai | Wakil Direktur Pelayanan | Bidang Penunjang Pelayanan Kesehatan,1,1,3203600,5261500
02ed80fb-9c7d-4453-8107-ec70e3740b16,Pemerintah Kab. Banggai,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Kabupaten Banggai | Dinas Koperasi dan Usaha Kecil Menengah | Bidang Pemberdayaan Usaha Mikro,1,1,3203600,5261500
96ddcb30-bdf9-4759-8462-a45ac4506e82,Pemerintah Kab. Banyuasin,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN BANYUASIN | SEKRETARIAT DPRD | BAGIAN UMUM | SUB BAGIAN TATA USAHA DAN KEPEGAWAIAN,1,1,2785700,4575200
9de72487-c0e6-472a-93b8-03724d663fc3,Pemerintah Kab. Banyuasin,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN BANYUASIN | SEKRETARIAT DPRD | BAGIAN PERSIDANGAN DAN PERUNDANG - UNDANGAN,1,1,2785700,4575200
a10ec37c-5e98-4c55-a351-09b9c74970f0,Pemerintah Kab. Banyuasin,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN BANYUASIN | DINAS KESEHATAN KAB. BANYU ASIN | BIDANG SEKRETARIAT DINAS KESEHATAN,3,1,2228560,3660160
a4ed2b2a-8efc-4e01-9f80-d26be244955b,Pemerintah Kab. Banyuasin,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN BANYUASIN | SEKRETARIAT DPRD | BAGIAN PROGRAM DAN KEUANGAN,1,1,2785700,4575200
dbf517f3-fb90-4aa1-8866-c25ec895bb8e,Pemerintah Kab. Banyuasin,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN BANYUASIN | DINAS PEKERJAAN UMUM DAN PENATAAN RUANG | BIDANG PENYELENGGARAAN PENATAAN RUANG,2,1,2785700,4236400
f9b06bf3-47ee-4420-96cb-0f979d8e52de,Pemerintah Kab. Banyuasin,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KABUPATEN BANYUASIN | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,1,1,2785700,4575200
6c2f38be-6e8f-4109-8dc0-d88318bb55e9,Pemerintah Kab. Banyumas,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"Pemerintah Kabupaten Banyumas | DINAS PEMUDA, OLAHRAGA, KEBUDAYAAN, DAN PARIWISATA | SEKRETARIAT DINAS PEMUDA, OLAHRAGA, KEBUDAYAAN, DAN PARIWISATA | SUB BAGIAN UMUM DAN KEPEGAWAIAN",1,1,3200000,5200000
b8c88e0e-4d87-4449-9f85-2eac4c68fcf4,Pemerintah Kab. Banyumas,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Banyumas | Sekretariat Daerah | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BAGIAN ADMINISTRASI PEMBANGUNAN,1,1,3200000,5200000
c37f06cf-e0b0-4c07-9c0f-c7f6a3c5fa8c,Pemerintah Kab. Banyumas,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Banyumas | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG APLIKASI DAN INFORMATIKA,1,1,3200000,5200000
e3dd2aa3-1b9d-46fa-9b03-746f7a9c1037,Pemerintah Kab. Banyumas,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Banyumas | BADAN KEUANGAN DAN ASET DAERAH | BIDANG ASET DAERAH | SUB BIDANG PENATAUSAHAAN ASET DAERAH,1,1,3200000,5200000
05e73679-ccb8-4ab8-9ebc-679446e5a8b4,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | DINAS PERHUBUNGAN | Bidang Lalu Lintas dan Angkutan | Seksi Angkutan,1,1,3200000,3500000
06249f0b-20c1-4116-953d-a06428e8f11e,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | Bidang Pengendalian Perijinan dan Non Perijinan,1,1,2800000,3100000
063ec1bb-586f-4ccc-8a2d-01158cbf89f1,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | SATUAN POLISI PAMONG PRAJA | SEKRETARIAT SATUAN POLISI PAMONG PRAJA | SUB BAGIAN PERENCANAAN DAN KEUANGAN,2,1,2800000,3100000
0684b2ac-c2ca-4ece-a7d2-21302d71aa85,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | DINAS PERHUBUNGAN | UPTD PENGUJIAN KENDARAAN BERMOTOR,1,1,2800000,3100000
06de0bc2-3354-465a-81c1-d754c150fef7,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | INSPEKTORAT | SEKRETARIAT INSPEKTORAT | SUB BAGIAN ADMINISTRASI UMUM DAN KEUANGAN,1,1,2800000,3100000
079c5f6f-2111-4d1f-98b5-64246d4ebc60,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | DINAS PERIKANAN DAN PETERNAKAN | Bidang Perikanan,1,1,2800000,3100000
089dc9e8-67ff-45df-820d-0097b5a3f09f,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | DINAS KESEHATAN | PUSKESMAS | UPTD PUSKESMAS AMPAH | SUB BAGIAN TATA USAHA,1,1,2800000,3100000
09851e12-6b6f-41f5-b2d3-2016f07cbb6e,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"PEMERINTAH KAB. BARITO TIMUR | DINAS KEBUDAYAAN, PARIWISATA, KEPEMUDAAN DAN OLAHRAGA | BIDANG KEBUDAYAAN",1,1,2800000,3100000
099991bf-5da6-4246-a1e1-03a62a4dd92b,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"PEMERINTAH KAB. BARITO TIMUR | SATUAN POLISI PAMONG PRAJA | Bidang Ketertiban Umum, Ketentraman dan Perlindungan Masyarakat | SUB BIDANG PERLINDUNGAN MASYARAKAT",1,1,2800000,3100000
0a864bb7-5685-4d23-bc52-398d1326e154,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | SEKRETARIAT DAERAH | Asisten Pemerintahan dan Kesejahteraan Rakyat | KANTOR CAMAT DUSUN TENGAH | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN,1,1,2800000,3100000
9a076589-8101-4da3-a241-a48b3655f0c4,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | SEKRETARIAT DAERAH | Asisten Pemerintahan dan Kesejahteraan Rakyat | KANTOR CAMAT PAJU EPAT | SEKRETARIAT | SUB BAGIAN PERENCANAAN DAN KEUANGAN,1,1,2800000,3100000
9ca4e5fc-c465-4275-8cc6-b9feec1c7d95,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | BADAN PENANGGULANGAN BENCANA DAERAH DAN PEMADAM KEBAKARAN | PELAKSANA BADAN PENANGGULANGAN BENCANA DAERAH DAN PEMADAM KEBAKARAN | SEKRETARIAT | SUB BAGIAN PERENCANAAN DAN KEUANGAN,1,1,2800000,3100000
9e6e74f5-066f-473c-aded-cd40f23f9033,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH | Bidang Akuntansi dan Aset Daerah | Sub Bidang Pelaporan,1,1,2800000,3100000
a0e97da1-2745-4ef8-b597-6562a5581c01,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"PEMERINTAH KAB. BARITO TIMUR | SEKRETARIAT DAERAH | Asisten Pemerintahan dan Kesejahteraan Rakyat | KANTOR CAMAT PAJU EPAT | SEKSI PEMBANGUNAN, DAN PEMBERDAYAAN MASYARAKAT DESA - KANTOR CAMAT PAJU EPAT",1,1,2800000,3100000
a1626da1-a525-4b92-810d-14cf632c2261,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | DINAS KESEHATAN | SEKRETARIAT DINAS KESEHATAN | Sub Bagian Perencanaan dan Keuangan,1,1,2800000,3100000
a23449d9-922e-4abf-8de3-3c2c91a3e610,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | BADAN KESATUAN BANGSA DAN POLITIK | BIDANG POLITIK DALAM NEGERI DAN ORGANISASI KEMASYARAKATAN,1,1,2800000,3100000
a562867a-85fd-4e45-95b6-6c1ced22f0ef,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | DINAS LINGKUNGAN HIDUP | Bidang Pengendalian Pencemaran dan Kerusakan Lingkungan Hidup,1,1,2800000,3100000
a6254297-42a5-4d27-b7c9-cd605a8bd620,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | SATUAN POLISI PAMONG PRAJA | SEKRETARIAT SATUAN POLISI PAMONG PRAJA | SUB BAGIAN UMUM DAN KEPEGAWAIAN,2,1,2800000,3100000
a6445211-6603-48ab-bfca-9ff8eb37fca3,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"PEMERINTAH KAB. BARITO TIMUR | DINAS PERDAGANGAN, KOPERASI DAN USAHA KECIL MENENGAH | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN",1,1,2800000,3100000
a8643062-f955-444a-807a-de0bc1a30e9e,Pemerintah Kab. Barito Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KAB. BARITO TIMUR | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | SEKRETARIAT | SUB BAGIAN PERENCANAAN DAN KEUANGAN,1,1,2800000,3100000
0cbae239-b211-4cf6-a7fd-c4249a5d288a,Pemerintah Kab. Barru,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BARRU | DINAS PERHUBUNGAN | SEKRETARIAT,1,1,2300000,3300000
0d9edd01-c013-4ebd-bf2c-ff876a450e85,Pemerintah Kab. Barru,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN BARRU | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA, PPKB, PPPA | SEKRETARIAT",1,1,2300000,3300000
13d62e4c-9650-4b2b-ac5a-dc609ccb5416,Pemerintah Kab. Barru,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BARRU | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU | BIDANG PENYELENGGARAAN PELAYANAN PERIZINAN,1,1,2300000,3300000
2950a041-5cd5-48ed-8380-d43cd72076e8,Pemerintah Kab. Barru,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BARRU | DINAS TENAGA KERJA | SEKRETARIAT,1,1,2300000,3300000
3efe1152-45a7-463a-a8f3-cb4251282aef,Pemerintah Kab. Barru,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN BARRU | DINAS LINGKUNGAN HIDUP | SEKRETARIAT,1,1,2300000,3300000
